CustomerKey,TotalSpent,SpendingSegment
19503,6615.191,High Spender
18335,6613.5975,High Spender
18694,6613.5975,High Spender
22691,6613.5975,High Spender
24068,6613.5975,High Spender
24852,6613.5975,High Spender
27309,6613.5975,High Spender
25926,6610.191,High Spender
15017,6605.191,High Spender
26658,6605.191,High Spender
13391,6602.5788,High Spender
18533,6602.5788,High Spender
20544,6601.5975,High Spender
17038,6587.9988,High Spender
25938,6585.241,High Spender
27346,6580.241,High Spender
19305,6577.51,High Spender
16638,6574.0488,High Spender
18413,6574.0488,High Spender
23612,6574.0488,High Spender
26549,6570.722,High Spender
11363,6543.28,High Spender
16852,6536.6388,High Spender
16845,6535.6146,High Spender
18441,6535.6146,High Spender
26667,6535.291,High Spender
26768,6528.412,High Spender
27365,6528.412,High Spender
26304,6527.8964,High Spender
15553,6520.191,High Spender
15903,6520.191,High Spender
13783,6513.0114,High Spender
16869,6513.0114,High Spender
27485,6512.741,High Spender
26743,6510.191,High Spender
27353,6510.191,High Spender
27500,6510.191,High Spender
17004,6509.7288,High Spender
11158,6508.1088,High Spender
12279,6508.1088,High Spender
16756,6508.1088,High Spender
25713,6503.462,High Spender
27075,6503.462,High Spender
27486,6503.462,High Spender
18113,6490.3407,High Spender
18560,6489.3165,High Spender
26974,6487.271,High Spender
13710,6486.4032,High Spender
19260,6479.95,High Spender
26919,6473.141,High Spender
27340,6473.141,High Spender
17535,6470.6988,High Spender
11136,6469.6746,High Spender
16859,6469.6746,High Spender
16912,6469.6746,High Spender
17593,6469.6746,High Spender
18478,6469.6746,High Spender
19172,6465.4404,High Spender
27470,6465.241,High Spender
13143,6463.4307,High Spender
17580,6463.4307,High Spender
24560,6463.4307,High Spender
18566,6460.5474,High Spender
17135,6456.48,High Spender
11144,6456.4665,High Spender
14026,6455.87,High Spender
26924,6453.191,High Spender
27371,6453.191,High Spender
27498,6453.191,High Spender
25940,6452.9815,High Spender
14601,6451.1088,High Spender
16909,6451.1088,High Spender
17536,6451.1088,High Spender
17594,6451.1088,High Spender
18971,6450.0846,High Spender
11523,6447.0714,High Spender
11526,6447.0714,High Spender
16144,6447.0714,High Spender
17141,6447.0714,High Spender
17453,6447.0714,High Spender
18838,6447.0714,High Spender
17612,6446.0472,High Spender
11021,6444.1446,High Spender
15998,6444.1446,High Spender
17427,6444.1446,High Spender
14328,6442.8735,High Spender
17416,6441.1446,High Spender
17475,6441.1446,High Spender
18839,6439.1688,High Spender
16494,6426.9288,High Spender
12221,6424.2288,High Spender
12285,6424.2288,High Spender
12395,6424.2288,High Spender
12090,6423.9366,High Spender
12081,6423.3765,High Spender
13878,6423.3765,High Spender
16908,6423.3765,High Spender
17399,6423.3765,High Spender
18849,6423.3765,High Spender
25927,6422.291,High Spender
25712,6421.683,High Spender
26656,6421.683,High Spender
17433,6420.4632,High Spender
18959,6420.4632,High Spender
13454,6418.9488,High Spender
27492,6414.741,High Spender
11652,6413.554,High Spender
14662,6408.3128,High Spender
18547,6406.0788,High Spender
18578,6406.0788,High Spender
11041,6403.7346,High Spender
13711,6403.7346,High Spender
18067,6403.7346,High Spender
11040,6400.0788,High Spender
11372,6399.24,High Spender
18432,6398.004,High Spender
18785,6398.004,High Spender
16636,6393.5532,High Spender
16079,6392.8146,High Spender
18862,6389.5158,High Spender
11888,6385.1688,High Spender
13217,6384.1446,High Spender
13393,6384.1446,High Spender
14159,6384.1446,High Spender
19710,6384.1446,High Spender
13100,6381.1314,High Spender
18116,6381.1314,High Spender
11062,6380.1072,High Spender
16656,6380.1072,High Spender
17009,6380.1072,High Spender
17364,6380.1072,High Spender
18422,6380.1072,High Spender
18581,6380.1072,High Spender
18788,6380.1072,High Spender
18950,6380.1072,High Spender
12220,6378.2046,High Spender
27324,6375.1314,High Spender
14832,6372.2046,High Spender
14755,6370.2728,High Spender
14914,6370.2728,High Spender
15290,6370.2728,High Spender
15474,6370.2728,High Spender
15528,6370.2728,High Spender
13455,6369.9888,High Spender
26373,6365.55,High Spender
16624,6364.1688,High Spender
19362,6364.0,High Spender
19382,6364.0,High Spender
19479,6364.0,High Spender
23525,6364.0,High Spender
23575,6364.0,High Spender
24281,6364.0,High Spender
24460,6364.0,High Spender
24461,6364.0,High Spender
24477,6364.0,High Spender
24505,6364.0,High Spender
11357,6363.16,High Spender
13572,6357.4365,High Spender
27472,6353.512,High Spender
22803,6353.2272,High Spender
16350,6350.7246,High Spender
17508,6350.7246,High Spender
16906,6349.1988,High Spender
17544,6349.1988,High Spender
18437,6349.1988,High Spender
18881,6349.1988,High Spender
22800,6349.1988,High Spender
14660,6346.582,High Spender
14741,6346.582,High Spender
14746,6346.582,High Spender
14756,6346.582,High Spender
14896,6346.582,High Spender
13542,6345.1614,High Spender
14727,6342.6976,High Spender
14728,6342.6976,High Spender
15342,6342.6976,High Spender
17133,6339.8688,High Spender
18922,6339.1146,High Spender
25941,6338.141,High Spender
13513,6338.1372,High Spender
14792,6334.1088,High Spender
18615,6334.1088,High Spender
26917,6333.191,High Spender
13241,6333.1146,High Spender
17264,6333.1146,High Spender
13567,6332.9988,High Spender
16645,6332.9988,High Spender
16983,6332.9988,High Spender
17552,6332.9988,High Spender
17624,6332.9988,High Spender
18817,6332.9988,High Spender
16968,6331.0398,High Spender
14648,6326.8746,High Spender
13661,6319.1088,High Spender
27951,6319.1088,High Spender
18479,6318.2046,High Spender
11265,6314.1672,High Spender
12449,6314.1672,High Spender
13546,6312.2046,High Spender
16348,6308.1672,High Spender
16893,6306.1446,High Spender
11135,6304.1388,High Spender
11607,6304.1388,High Spender
14603,6304.1388,High Spender
17592,6304.1388,High Spender
18399,6304.1388,High Spender
18951,6304.1388,High Spender
19942,6304.1388,High Spender
20552,6304.1388,High Spender
13845,6304.1298,High Spender
17175,6297.2046,High Spender
13027,6292.9146,High Spender
16607,6292.9146,High Spender
18818,6292.9146,High Spender
17037,6289.1688,High Spender
17157,6282.2346,High Spender
17462,6282.2346,High Spender
18832,6282.2346,High Spender
22836,6282.2346,High Spender
22797,6282.1146,High Spender
12017,6278.1972,High Spender
25021,6273.55,High Spender
26321,6273.55,High Spender
17623,6273.1746,High Spender
19312,6267.95,High Spender
18352,6267.2646,High Spender
11016,6266.0346,High Spender
12903,6266.0346,High Spender
13709,6266.0346,High Spender
14165,6266.0346,High Spender
17017,6266.0346,High Spender
18428,6266.0346,High Spender
15188,6258.0432,High Spender
14754,6252.5528,High Spender
18357,6252.1446,High Spender
25777,6252.1446,High Spender
14739,6243.3928,High Spender
15254,6242.462,High Spender
13415,6240.2046,High Spender
14700,6240.2046,High Spender
18594,6239.1672,High Spender
11145,6237.1746,High Spender
18386,6237.1746,High Spender
19855,6237.1746,High Spender
23621,6237.1746,High Spender
11510,6228.5424,High Spender
24915,6227.535,High Spender
25111,6227.535,High Spender
24841,6226.9746,High Spender
14912,6223.4664,High Spender
15312,6223.4664,High Spender
15333,6223.4664,High Spender
15347,6223.4664,High Spender
15428,6223.4664,High Spender
15467,6223.4664,High Spender
15523,6223.4664,High Spender
21545,6223.4664,High Spender
13154,6222.2046,High Spender
13847,6222.2046,High Spender
17362,6222.2046,High Spender
17139,6222.1746,High Spender
14566,6206.5887,High Spender
14752,6202.6976,High Spender
15520,6197.3144,High Spender
14653,6188.8896,High Spender
15256,6188.8896,High Spender
15537,6188.8896,High Spender
11841,6180.0895,High Spender
19366,6174.2328,High Spender
24888,6164.595,High Spender
24901,6164.595,High Spender
25037,6164.595,High Spender
25051,6164.595,High Spender
25126,6164.595,High Spender
25234,6164.595,High Spender
15475,6154.1928,High Spender
24922,6152.565,High Spender
25106,6146.8269,High Spender
14377,6143.7142,High Spender
14412,6143.7142,High Spender
14420,6143.7142,High Spender
19035,6143.7142,High Spender
19046,6143.7142,High Spender
20186,6143.7142,High Spender
28740,6143.7142,High Spender
19310,6135.7756,High Spender
19452,6135.7756,High Spender
19323,6132.5928,High Spender
19338,6122.1128,High Spender
24900,6107.595,High Spender
25229,6107.595,High Spender
25235,6107.595,High Spender
25243,6107.595,High Spender
24606,6103.5576,High Spender
24615,6103.5576,High Spender
24908,6103.5576,High Spender
24913,6103.5576,High Spender
24920,6103.5576,High Spender
25052,6103.5576,High Spender
25112,6103.5576,High Spender
25114,6103.5576,High Spender
25115,6103.5576,High Spender
25120,6103.5576,High Spender
25121,6103.5576,High Spender
25133,6103.5576,High Spender
25215,6103.5576,High Spender
13999,6099.0714,High Spender
14006,6099.0714,High Spender
14239,6099.0714,High Spender
14392,6099.0714,High Spender
16339,6099.0714,High Spender
17206,6099.0714,High Spender
19065,6099.0714,High Spender
20468,6099.0714,High Spender
20669,6099.0714,High Spender
19447,6054.1928,High Spender
20046,6044.652,High Spender
25225,6029.595,High Spender
15325,6003.4728,High Spender
15409,5994.1928,High Spender
14726,5974.2328,High Spender
19441,5974.2328,High Spender
16305,5966.68,High Spender
17795,5966.68,High Spender
17981,5966.68,High Spender
22401,5966.68,High Spender
22404,5966.68,High Spender
22410,5966.68,High Spender
23099,5966.68,High Spender
23995,5966.68,High Spender
24000,5966.68,High Spender
24001,5966.68,High Spender
24161,5966.68,High Spender
24167,5966.68,High Spender
24174,5966.68,High Spender
24251,5966.68,High Spender
25287,5966.68,High Spender
14904,5951.0712,High Spender
13741,5902.105,High Spender
18942,5809.98,High Spender
14418,5786.7825,High Spender
18457,5777.7085,High Spender
20825,5761.3214,High Spender
20922,5761.3214,High Spender
11642,5758.68,High Spender
12165,5722.7859,High Spender
23774,5707.274,High Spender
13474,5690.7172,High Spender
11738,5690.3561,High Spender
15268,5681.8192,High Spender
17922,5641.9375,High Spender
15213,5637.1764,High Spender
11038,5627.5392,High Spender
16758,5627.5392,High Spender
26484,5627.5392,High Spender
26485,5627.5392,High Spender
26510,5627.5392,High Spender
26607,5627.5392,High Spender
26631,5627.5392,High Spender
26681,5627.5392,High Spender
26344,5582.8964,High Spender
26614,5582.8964,High Spender
26627,5582.8964,High Spender
21476,5581.1375,High Spender
25510,5574.628,High Spender
23753,5553.3795,High Spender
25252,5552.4185,High Spender
15419,5541.0356,High Spender
15915,5541.0356,High Spender
20558,5541.0356,High Spender
19527,5532.324,High Spender
28702,5526.7005,High Spender
21436,5520.7395,High Spender
14036,5519.7525,High Spender
14343,5519.7525,High Spender
14367,5519.7525,High Spender
14495,5519.7525,High Spender
25951,5497.8972,High Spender
20782,5496.4375,High Spender
15006,5496.3928,High Spender
15303,5496.3928,High Spender
15480,5496.3928,High Spender
15569,5496.3928,High Spender
15980,5496.3928,High Spender
20562,5496.3928,High Spender
14848,5493.105,High Spender
14966,5493.105,High Spender
15071,5493.105,High Spender
15454,5493.105,High Spender
15460,5493.105,High Spender
15651,5493.105,High Spender
16051,5493.105,High Spender
14283,5489.7225,High Spender
21683,5476.8729,High Spender
17024,5472.0819,High Spender
20657,5468.766,High Spender
17558,5464.8429,High Spender
18366,5459.1048,High Spender
14925,5443.105,High Spender
14930,5443.105,High Spender
16253,5443.105,High Spender
21000,5443.105,High Spender
22171,5443.105,High Spender
22402,5443.105,High Spender
22573,5443.105,High Spender
22576,5443.105,High Spender
24006,5443.105,High Spender
24177,5443.105,High Spender
24247,5443.105,High Spender
24273,5443.105,High Spender
25288,5443.105,High Spender
25992,5443.105,High Spender
15886,5437.0068,High Spender
23954,5421.6505,High Spender
11640,5417.7132,High Spender
13993,5414.7525,High Spender
14285,5410.7151,High Spender
14335,5410.7151,High Spender
14342,5410.7151,High Spender
14355,5410.7151,High Spender
14365,5410.7151,High Spender
17389,5406.2286,High Spender
17691,5406.2286,High Spender
18701,5406.2286,High Spender
18865,5406.2286,High Spender
19357,5406.2286,High Spender
24102,5406.2286,High Spender
14109,5402.855,High Spender
17099,5402.855,High Spender
17716,5402.855,High Spender
17885,5402.855,High Spender
19254,5402.855,High Spender
19274,5402.855,High Spender
19316,5402.855,High Spender
17039,5398.44,High Spender
18801,5398.44,High Spender
18654,5397.1119,High Spender
20667,5397.1119,High Spender
25461,5397.1119,High Spender
16924,5388.4605,High Spender
17148,5388.4605,High Spender
17600,5388.4605,High Spender
18084,5388.4605,High Spender
18430,5388.4605,High Spender
18440,5388.4605,High Spender
18596,5388.4605,High Spender
18792,5388.4605,High Spender
21160,5388.4605,High Spender
22503,5388.4605,High Spender
22520,5388.4605,High Spender
22536,5388.4605,High Spender
22611,5388.4605,High Spender
22634,5388.4605,High Spender
26386,5388.4605,High Spender
26404,5388.4605,High Spender
27319,5388.4605,High Spender
27878,5381.7768,High Spender
21100,5376.6505,High Spender
15561,5374.5528,High Spender
15987,5372.1528,High Spender
16949,5365.8726,High Spender
17865,5365.8726,High Spender
14385,5357.4825,High Spender
18806,5352.1419,High Spender
25498,5352.1419,High Spender
16791,5351.82,High Spender
20709,5351.82,High Spender
17384,5349.2286,High Spender
18318,5349.2286,High Spender
18372,5349.2286,High Spender
18638,5349.2286,High Spender
17269,5348.49,High Spender
16794,5348.1045,High Spender
16976,5348.1045,High Spender
17595,5348.1045,High Spender
18049,5348.1045,High Spender
18609,5348.1045,High Spender
22309,5348.1045,High Spender
25651,5348.1045,High Spender
16764,5345.1912,High Spender
16955,5345.1912,High Spender
17040,5345.1912,High Spender
17043,5345.1912,High Spender
17667,5345.1912,High Spender
17869,5345.1912,High Spender
18414,5345.1912,High Spender
15882,5344.6576,High Spender
27473,5344.2328,High Spender
17615,5342.7378,High Spender
21293,5342.7378,High Spender
16804,5341.62,High Spender
17142,5341.62,High Spender
18409,5334.75,High Spender
20706,5328.0819,High Spender
15904,5324.462,High Spender
11709,5322.9648,High Spender
25886,5319.6248,High Spender
16894,5316.8052,High Spender
16897,5316.8052,High Spender
16997,5316.8052,High Spender
17022,5316.8052,High Spender
17028,5316.8052,High Spender
17143,5316.8052,High Spender
17388,5316.8052,High Spender
17571,5316.8052,High Spender
17662,5316.8052,High Spender
21289,5316.8052,High Spender
22302,5316.8052,High Spender
22510,5316.8052,High Spender
25602,5316.8052,High Spender
26352,5316.8052,High Spender
17361,5301.1119,High Spender
17654,5301.1119,High Spender
16803,5299.0371,High Spender
16984,5299.0371,High Spender
17029,5299.0371,High Spender
18344,5299.0371,High Spender
18868,5299.0371,High Spender
19329,5299.0371,High Spender
25307,5299.0371,High Spender
25751,5299.0371,High Spender
26957,5299.0371,High Spender
18373,5290.8726,High Spender
18616,5288.82,High Spender
27483,5284.6976,High Spender
26547,5283.1988,High Spender
18597,5278.5843,High Spender
16886,5276.85,High Spender
16889,5276.85,High Spender
16974,5276.85,High Spender
17871,5276.85,High Spender
18227,5276.85,High Spender
18699,5276.85,High Spender
19002,5276.85,High Spender
19120,5276.85,High Spender
20684,5276.85,High Spender
21265,5276.85,High Spender
24210,5276.85,High Spender
15551,5274.5928,High Spender
18502,5274.5469,High Spender
19008,5274.5469,High Spender
18780,5274.1419,High Spender
16879,5273.52,High Spender
22456,5273.52,High Spender
22635,5273.52,High Spender
12586,5272.8192,High Spender
15862,5272.1528,High Spender
25382,5271.2,High Spender
16807,5266.65,High Spender
18790,5266.65,High Spender
18798,5266.65,High Spender
19109,5266.65,High Spender
21271,5266.65,High Spender
26829,5266.65,High Spender
25403,5265.8168,High Spender
25909,5265.8168,High Spender
25939,5262.1128,High Spender
14737,5260.5771,High Spender
19335,5260.5771,High Spender
19336,5260.5771,High Spender
19458,5260.5771,High Spender
20845,5260.5771,High Spender
20896,5260.5771,High Spender
21008,5260.5771,High Spender
21015,5260.5771,High Spender
21035,5260.5771,High Spender
25819,5260.5771,High Spender
25827,5260.5771,High Spender
25828,5260.5771,High Spender
25946,5260.5771,High Spender
25960,5260.5771,High Spender
26019,5260.5771,High Spender
26138,5260.5771,High Spender
26153,5260.5771,High Spender
26165,5260.5771,High Spender
26435,5260.5771,High Spender
26436,5260.5771,High Spender
26440,5260.5771,High Spender
26563,5260.5771,High Spender
26567,5260.5771,High Spender
26568,5260.5771,High Spender
26570,5260.5771,High Spender
26591,5260.5771,High Spender
26651,5260.5771,High Spender
26660,5260.5771,High Spender
26753,5260.5771,High Spender
26763,5260.5771,High Spender
26797,5260.5771,High Spender
26983,5259.8052,High Spender
17358,5259.78,High Spender
17153,5257.8426,High Spender
22608,5255.7678,High Spender
24701,5255.7678,High Spender
24834,5255.7678,High Spender
26363,5255.7678,High Spender
13756,5255.7258,High Spender
25607,5253.8172,High Spender
26977,5245.8568,High Spender
19381,5242.809,High Spender
19432,5242.809,High Spender
19451,5242.809,High Spender
20945,5242.809,High Spender
26437,5242.809,High Spender
18564,5228.79,High Spender
25391,5226.64,High Spender
12572,5222.8192,High Spender
15832,5222.8192,High Spender
15833,5222.8192,High Spender
28757,5222.8192,High Spender
14733,5203.5771,High Spender
19423,5203.5771,High Spender
19482,5203.5771,High Spender
19496,5203.5771,High Spender
20808,5203.5771,High Spender
20836,5203.5771,High Spender
20841,5203.5771,High Spender
20854,5203.5771,High Spender
20876,5203.5771,High Spender
26027,5203.5771,High Spender
26152,5203.5771,High Spender
26447,5203.5771,High Spender
26571,5203.5771,High Spender
26652,5203.5771,High Spender
26662,5203.5771,High Spender
26744,5203.5771,High Spender
26761,5203.5771,High Spender
17372,5201.88,High Spender
17445,5201.88,High Spender
25092,5200.3936,High Spender
14734,5199.5397,High Spender
14735,5199.5397,High Spender
14882,5199.5397,High Spender
19386,5199.5397,High Spender
19426,5199.5397,High Spender
19429,5199.5397,High Spender
19472,5199.5397,High Spender
19517,5199.5397,High Spender
20171,5199.5397,High Spender
20720,5199.5397,High Spender
20828,5199.5397,High Spender
20870,5199.5397,High Spender
21006,5199.5397,High Spender
21016,5199.5397,High Spender
25826,5199.5397,High Spender
25947,5199.5397,High Spender
25961,5199.5397,High Spender
26022,5199.5397,High Spender
26028,5199.5397,High Spender
26133,5199.5397,High Spender
26154,5199.5397,High Spender
26160,5199.5397,High Spender
26188,5199.5397,High Spender
26191,5199.5397,High Spender
26429,5199.5397,High Spender
26438,5199.5397,High Spender
26439,5199.5397,High Spender
26443,5199.5397,High Spender
26445,5199.5397,High Spender
26569,5199.5397,High Spender
26588,5199.5397,High Spender
26653,5199.5397,High Spender
26740,5199.5397,High Spender
26747,5199.5397,High Spender
26750,5199.5397,High Spender
26754,5199.5397,High Spender
26764,5199.5397,High Spender
12054,5197.06,High Spender
19156,5191.68,High Spender
26867,5191.68,High Spender
27139,5187.2,High Spender
16896,5186.85,High Spender
17660,5186.85,High Spender
18608,5186.85,High Spender
20666,5186.85,High Spender
22637,5186.85,High Spender
26854,5186.85,High Spender
27305,5186.85,High Spender
27348,5185.122,High Spender
12579,5178.1764,High Spender
12580,5178.1764,High Spender
13020,5178.1764,High Spender
21589,5178.1764,High Spender
21614,5178.1764,High Spender
29389,5178.1764,High Spender
29390,5178.1764,High Spender
15558,5176.1928,High Spender
15890,5174.6328,High Spender
25876,5173.24,High Spender
17020,5171.88,High Spender
17272,5171.88,High Spender
25323,5171.88,High Spender
27493,5162.8496,High Spender
17568,5159.88,High Spender
18059,5159.88,High Spender
25368,5155.24,High Spender
26661,5152.5471,High Spender
25098,5149.56,High Spender
15276,5146.5928,High Spender
26654,5146.5928,High Spender
27342,5144.2328,High Spender
23789,5140.4,High Spender
25889,5140.4,High Spender
25683,5138.76,High Spender
26930,5111.2,High Spender
25370,5105.8168,High Spender
25935,5091.8728,High Spender
27338,5091.8728,High Spender
12074,5089.1828,High Spender
26561,5084.1928,High Spender
15548,5076.1928,High Spender
25921,5068.1928,High Spender
26666,5068.1928,High Spender
26920,5068.1928,High Spender
27339,5068.1928,High Spender
27356,5068.1928,High Spender
25693,5054.8,High Spender
25863,5054.64,High Spender
26826,5043.16,High Spender
14614,5042.0,High Spender
15557,5036.2328,High Spender
25096,5034.84,High Spender
27161,5034.84,High Spender
26921,5032.2328,High Spender
26967,5032.2328,High Spender
28493,4996.9686,Medium Spender
26963,4969.8568,Medium Spender
24136,4942.08,Medium Spender
25458,4942.08,Medium Spender
11861,4907.76,Medium Spender
24061,4884.1,Medium Spender
24806,4884.1,Medium Spender
24987,4884.1,Medium Spender
24432,4876.12,Medium Spender
24436,4876.12,Medium Spender
24645,4876.12,Medium Spender
24811,4876.12,Medium Spender
24815,4876.12,Medium Spender
24818,4876.12,Medium Spender
24997,4876.12,Medium Spender
24998,4876.12,Medium Spender
25008,4876.12,Medium Spender
25038,4876.12,Medium Spender
25161,4876.12,Medium Spender
25184,4876.12,Medium Spender
25285,4876.12,Medium Spender
25425,4876.12,Medium Spender
25765,4876.12,Medium Spender
27919,4876.12,Medium Spender
28193,4876.12,Medium Spender
28224,4876.12,Medium Spender
28250,4876.12,Medium Spender
29196,4876.12,Medium Spender
29308,4876.12,Medium Spender
29317,4876.12,Medium Spender
13095,4854.858,Medium Spender
19301,4846.2225,Medium Spender
22121,4838.12,Medium Spender
22233,4838.12,Medium Spender
24083,4838.12,Medium Spender
24135,4838.12,Medium Spender
24140,4838.12,Medium Spender
24347,4838.12,Medium Spender
24526,4838.12,Medium Spender
24640,4838.12,Medium Spender
24669,4838.12,Medium Spender
24670,4838.12,Medium Spender
24760,4838.12,Medium Spender
24761,4838.12,Medium Spender
24810,4838.12,Medium Spender
24942,4838.12,Medium Spender
24959,4838.12,Medium Spender
24979,4838.12,Medium Spender
24988,4838.12,Medium Spender
25050,4838.12,Medium Spender
25155,4838.12,Medium Spender
25191,4838.12,Medium Spender
25430,4838.12,Medium Spender
25872,4838.12,Medium Spender
27667,4838.12,Medium Spender
27669,4838.12,Medium Spender
27671,4838.12,Medium Spender
27868,4838.12,Medium Spender
27870,4838.12,Medium Spender
28066,4838.12,Medium Spender
28201,4838.12,Medium Spender
28204,4838.12,Medium Spender
28309,4838.12,Medium Spender
28403,4838.12,Medium Spender
28703,4838.12,Medium Spender
28704,4838.12,Medium Spender
28720,4838.12,Medium Spender
28734,4838.12,Medium Spender
28948,4838.12,Medium Spender
29103,4838.12,Medium Spender
29137,4838.12,Medium Spender
29192,4838.12,Medium Spender
29277,4838.12,Medium Spender
29303,4838.12,Medium Spender
29366,4838.12,Medium Spender
29367,4838.12,Medium Spender
29473,4838.12,Medium Spender
22344,4835.4284,Medium Spender
24105,4835.4284,Medium Spender
24157,4835.4284,Medium Spender
24349,4835.4284,Medium Spender
24405,4835.4284,Medium Spender
24425,4835.4284,Medium Spender
24441,4835.4284,Medium Spender
24445,4835.4284,Medium Spender
24521,4835.4284,Medium Spender
24527,4835.4284,Medium Spender
24660,4835.4284,Medium Spender
24675,4835.4284,Medium Spender
24708,4835.4284,Medium Spender
24779,4835.4284,Medium Spender
24789,4835.4284,Medium Spender
24791,4835.4284,Medium Spender
24792,4835.4284,Medium Spender
24793,4835.4284,Medium Spender
24800,4835.4284,Medium Spender
24801,4835.4284,Medium Spender
24809,4835.4284,Medium Spender
24814,4835.4284,Medium Spender
24828,4835.4284,Medium Spender
24966,4835.4284,Medium Spender
25014,4835.4284,Medium Spender
25042,4835.4284,Medium Spender
25060,4835.4284,Medium Spender
25063,4835.4284,Medium Spender
25077,4835.4284,Medium Spender
25079,4835.4284,Medium Spender
25150,4835.4284,Medium Spender
25193,4835.4284,Medium Spender
25284,4835.4284,Medium Spender
25320,4835.4284,Medium Spender
25398,4835.4284,Medium Spender
25426,4835.4284,Medium Spender
25674,4835.4284,Medium Spender
25702,4835.4284,Medium Spender
25725,4835.4284,Medium Spender
25924,4835.4284,Medium Spender
25962,4835.4284,Medium Spender
25974,4835.4284,Medium Spender
26221,4835.4284,Medium Spender
26229,4835.4284,Medium Spender
26823,4835.4284,Medium Spender
27606,4835.4284,Medium Spender
27646,4835.4284,Medium Spender
27662,4835.4284,Medium Spender
27819,4835.4284,Medium Spender
27820,4835.4284,Medium Spender
27839,4835.4284,Medium Spender
27865,4835.4284,Medium Spender
27920,4835.4284,Medium Spender
28065,4835.4284,Medium Spender
28067,4835.4284,Medium Spender
28070,4835.4284,Medium Spender
28076,4835.4284,Medium Spender
28156,4835.4284,Medium Spender
28158,4835.4284,Medium Spender
28190,4835.4284,Medium Spender
28191,4835.4284,Medium Spender
28202,4835.4284,Medium Spender
28264,4835.4284,Medium Spender
28285,4835.4284,Medium Spender
28296,4835.4284,Medium Spender
28397,4835.4284,Medium Spender
28557,4835.4284,Medium Spender
28695,4835.4284,Medium Spender
28709,4835.4284,Medium Spender
28723,4835.4284,Medium Spender
28732,4835.4284,Medium Spender
28927,4835.4284,Medium Spender
28935,4835.4284,Medium Spender
28957,4835.4284,Medium Spender
29194,4835.4284,Medium Spender
29195,4835.4284,Medium Spender
29300,4835.4284,Medium Spender
29309,4835.4284,Medium Spender
29310,4835.4284,Medium Spender
19263,4828.1625,Medium Spender
19299,4828.1625,Medium Spender
22251,4822.08,Medium Spender
24352,4822.08,Medium Spender
25427,4822.08,Medium Spender
29183,4822.08,Medium Spender
22109,4820.0052,Medium Spender
24688,4820.0052,Medium Spender
24787,4820.0052,Medium Spender
24819,4820.0052,Medium Spender
28071,4820.0052,Medium Spender
28694,4820.0052,Medium Spender
28940,4820.0052,Medium Spender
28954,4820.0052,Medium Spender
29256,4820.0052,Medium Spender
24340,4804.1,Medium Spender
24644,4804.1,Medium Spender
24707,4804.1,Medium Spender
24797,4804.1,Medium Spender
25074,4804.1,Medium Spender
25084,4804.1,Medium Spender
25399,4804.1,Medium Spender
25401,4804.1,Medium Spender
25973,4804.1,Medium Spender
27621,4804.1,Medium Spender
28154,4804.1,Medium Spender
28311,4804.1,Medium Spender
28712,4804.1,Medium Spender
29392,4804.1,Medium Spender
29469,4804.1,Medium Spender
23276,4802.7168,Medium Spender
24110,4802.7168,Medium Spender
24351,4802.7168,Medium Spender
24403,4802.7168,Medium Spender
24683,4802.7168,Medium Spender
24684,4802.7168,Medium Spender
24685,4802.7168,Medium Spender
24762,4802.7168,Medium Spender
24784,4802.7168,Medium Spender
25049,4802.7168,Medium Spender
25286,4802.7168,Medium Spender
25429,4802.7168,Medium Spender
25901,4802.7168,Medium Spender
27625,4802.7168,Medium Spender
27872,4802.7168,Medium Spender
27880,4802.7168,Medium Spender
28923,4802.7168,Medium Spender
29191,4802.7168,Medium Spender
29292,4802.7168,Medium Spender
19174,4800.1764,Medium Spender
19255,4800.1764,Medium Spender
19295,4800.1764,Medium Spender
20856,4800.1764,Medium Spender
21039,4800.1764,Medium Spender
21067,4800.1764,Medium Spender
21130,4800.1764,Medium Spender
21669,4800.1764,Medium Spender
11641,4798.9447,Medium Spender
24420,4786.12,Medium Spender
24653,4786.12,Medium Spender
28030,4786.12,Medium Spender
28297,4785.4284,Medium Spender
29179,4785.4284,Medium Spender
19173,4783.2525,Medium Spender
14023,4756.2225,Medium Spender
14581,4750.902,Medium Spender
19258,4748.1477,Medium Spender
19278,4726.2525,Medium Spender
19337,4722.2151,Medium Spender
19550,4713.59,Medium Spender
26529,4702.1925,Medium Spender
25022,4691.9268,Medium Spender
25020,4675.2225,Medium Spender
12760,4673.4876,Medium Spender
19308,4673.1477,Medium Spender
21930,4640.2472,Medium Spender
13268,4626.2208,Medium Spender
14757,4615.7346,Medium Spender
14902,4615.7346,Medium Spender
14915,4615.7346,Medium Spender
15308,4615.7346,Medium Spender
15309,4615.7346,Medium Spender
15311,4615.7346,Medium Spender
15337,4615.7346,Medium Spender
15339,4615.7346,Medium Spender
15341,4615.7346,Medium Spender
15433,4615.7346,Medium Spender
15471,4615.7346,Medium Spender
15497,4615.7346,Medium Spender
15527,4615.7346,Medium Spender
15531,4615.7346,Medium Spender
20884,4611.1732,Medium Spender
16366,4603.125,Medium Spender
20405,4603.125,Medium Spender
22647,4603.125,Medium Spender
24573,4603.125,Medium Spender
19402,4593.59,Medium Spender
15468,4586.1,Medium Spender
14891,4585.7046,Medium Spender
15016,4585.7046,Medium Spender
11513,4576.002,Medium Spender
12530,4570.4362,Medium Spender
18148,4549.9665,Medium Spender
